id,costo,descripcion
13733,195,grow
13734,116,she
13735,91,assume
13736,113,room
13737,50,Mrs
13738,29,join
13739,89,security
13740,199,explain
13741,116,nice
13742,38,and
13743,45,whether
13744,62,religious
13745,149,necessary
13746,50,thank
13747,33,keep
13748,111,use
13749,167,perform
13750,103,street
13751,56,southern
13752,50,born
13753,135,force
13754,48,view
13755,99,take
13756,76,or
13757,100,your
13758,48,else
13759,23,different
13760,93,during
13761,23,hit
13762,185,poor
13763,99,next
13764,109,machine
13765,64,common
13766,30,animal
13767,40,stage
13768,21,collection
13769,178,late
13770,19,likely
13771,38,good
13772,31,speech
13773,169,break
13774,152,into
13775,172,range
13776,24,those
13777,43,baby
13778,127,place
13779,173,cell
13780,174,consider
13781,139,fill
13782,17,between
13783,104,seem
13784,189,life
13785,32,show
13786,72,idea
13787,71,difficult
13788,79,all
13789,47,response
13790,36,should
13791,81,member
13792,73,news
13793,124,activity
13794,14,practice
13795,160,parent
13796,196,back
13797,92,represent
13798,163,popular
13799,85,information
13800,133,until
13801,87,eye
13802,155,can
13803,163,amount
13804,184,staff
13805,186,Democrat
13806,53,popular
13807,196,upon
13808,96,from
13809,57,education
13810,52,guess
13811,70,business
13812,92,summer
13813,167,amount
13814,71,heart
13815,163,up
13816,10,region
13817,179,summer
13818,192,property
13819,145,draw
13820,79,follow
13821,110,material
13822,181,evidence
13823,130,body
13824,91,key
13825,135,series
13826,40,ago
13827,131,if
13828,114,could
13829,114,speak
13830,36,every
13831,39,of
13832,54,actually
13833,63,information
13834,45,bad
13835,71,front
13836,34,face
13837,56,contain
13838,19,moment
13839,46,finally
13840,125,front
13841,143,respond
13842,72,strategy
13843,16,themselves
13844,157,above
13845,126,finish
13846,117,another
13847,141,threat
13848,133,north
13849,134,voice
13850,170,without
13851,196,pay
13852,43,onto
13853,67,source
13854,71,available
13855,187,least
13856,14,firm
13857,68,physical
13858,95,worker
13859,35,as
13860,25,less
13861,175,fight
13862,54,second
13863,120,word
13864,101,difficult
13865,100,else
13866,68,wall
13867,192,must
13868,181,born
13869,15,community
13870,47,recently
13871,168,public
13872,22,meet
13873,137,thus
13874,41,evening
13875,139,party
13876,172,ever
13877,117,listen
13878,187,quite
13879,114,discuss
13880,86,reflect
13881,88,power
13882,80,pass
13883,110,city
13884,27,game
13885,113,catch
13886,39,safe
13887,102,option
13888,45,source
13889,77,more
13890,165,stand
13891,64,talk
13892,108,six
13893,101,glass
13894,184,pressure
13895,86,member
13896,147,evidence
13897,92,itself
13898,173,analysis
13899,14,range
13900,38,piece
13901,83,source
13902,146,late
13903,43,employee
13904,17,admit
13905,67,you
13906,190,staff
13907,71,become
13908,152,yet
13909,35,idea
13910,95,time
13911,31,those
13912,160,in
13913,123,thousand
13914,85,director
13915,115,forward
13916,67,international
13917,123,financial
13918,190,because
13919,43,nice
13920,10,if
13921,17,machine
13922,52,trade
13923,39,into
13924,177,style
13925,48,represent
13926,116,he
13927,43,gun
13928,37,force
13929,133,policy
13930,187,rule
13931,93,far
13932,88,become
13933,126,my
13934,26,specific
13935,84,my
13936,131,born
13937,176,single
13938,196,long
13939,139,clear
13940,99,start
13941,36,relate
13942,44,still
13943,79,green
13944,35,its
13945,199,water
13946,132,worry
13947,188,focus
13948,44,before
13949,37,south
13950,102,former
13951,120,hold
13952,101,professor
13953,60,by
13954,173,popular
13955,61,station
13956,168,huge
13957,121,military
13958,60,ten
13959,115,daughter
13960,156,popular
13961,185,floor
13962,156,subject
13963,82,operation
13964,61,increase
13965,21,sell
13966,64,air
13967,96,risk
13968,139,suggest
13969,27,attorney
13970,80,bad
13971,119,plant
13972,31,end
13973,31,to
13974,174,keep
13975,24,respond
13976,63,sister
13977,91,toward
13978,155,design
13979,138,free
13980,24,writer
13981,45,that
13982,141,yourself
13983,31,school
13984,91,threat
13985,14,consider
13986,110,policy
13987,177,market
13988,173,experience
13989,83,central
13990,181,him
13991,60,yard
13992,193,already
13993,79,wonder
13994,152,hour
13995,84,occur
13996,93,tree
13997,76,whose
13998,85,media
13999,42,red
14000,36,religious
14001,138,age
14002,18,forward
14003,182,dark
14004,191,law
14005,174,often
14006,189,experience
14007,58,hour
14008,174,imagine
14009,180,walk
14010,167,break
14011,82,wind
14012,162,own
14013,187,sound
14014,143,author
14015,74,ok
14016,118,much
14017,183,really
14018,94,detail
14019,128,town
14020,142,ever
14021,133,treatment
14022,117,loss
14023,20,response
14024,105,training
14025,26,wind
14026,198,old
14027,47,party
14028,179,require
14029,79,none
14030,47,hold
14031,112,myself
14032,195,stop
14033,169,opportunity
14034,14,early
14035,175,statement
14036,105,from
14037,117,customer
14038,151,candidate
14039,193,read
14040,97,tax
14041,34,open
14042,64,parent
14043,56,suddenly
14044,146,field
14045,184,might
14046,143,write
14047,172,forward
14048,85,capital
14049,113,study
14050,174,nature
14051,107,him
14052,135,organization
14053,26,consumer
14054,72,where
14055,178,reduce
14056,100,memory
14057,182,speech
14058,183,key
14059,167,let
14060,124,arrive
14061,101,race
14062,85,end
14063,29,state
14064,51,financial
14065,125,soldier
14066,119,you
14067,149,information
14068,34,beat
14069,198,tree
14070,10,degree
14071,162,commercial
14072,168,success
14073,32,four
14074,112,ten
14075,88,environment
14076,58,painting
14077,88,side
14078,54,by
14079,20,him
14080,75,next
14081,161,operation
14082,56,affect
14083,165,break
14084,25,play
14085,127,nature
14086,57,cover
14087,64,agency
14088,100,management
14089,28,check
14090,18,since
14091,12,manage
14092,58,reveal
14093,14,probably
14094,10,pretty
14095,198,study
14096,66,only
14097,112,couple
14098,166,rise
14099,147,personal
14100,38,story
14101,34,lay
14102,15,he
14103,62,probably
14104,36,wonder
14105,73,charge
14106,87,and
14107,104,evening
14108,43,stuff
14109,30,avoid
14110,123,put
14111,98,section
14112,54,company
14113,127,know
14114,113,care
14115,102,every
14116,77,man
14117,192,section
14118,83,region
14119,182,fight
14120,85,condition
14121,30,party
14122,39,live
14123,137,investment
14124,161,ago
14125,192,my
14126,153,pass
14127,192,bring
14128,175,turn
14129,130,policy
14130,134,rise
14131,62,spring
14132,188,bag
14133,124,stop
14134,32,out
14135,30,understand
14136,16,detail
14137,28,court
14138,12,majority
14139,76,turn
14140,42,be
14141,36,remember
14142,192,education
14143,106,street
14144,28,outside
14145,38,floor
14146,121,bit
14147,94,important
14148,88,increase
14149,163,middle
14150,100,behavior
14151,52,practice
14152,43,store
14153,165,important
14154,169,kind
14155,195,rate
14156,184,several
14157,44,marriage
14158,163,seat
14159,137,ability
14160,92,exist
14161,61,maybe
14162,186,want
14163,167,turn
14164,146,of
14165,89,home
14166,80,effort
14167,135,natural
14168,40,most
14169,37,find
14170,94,daughter
14171,104,population
14172,116,industry
14173,175,become
14174,68,party
14175,156,similar
14176,18,beat
14177,101,walk
14178,42,message
14179,86,better
14180,187,detail
14181,52,artist
14182,53,might
14183,29,home
14184,134,figure
14185,156,analysis
14186,156,action
14187,84,increase
14188,32,now
14189,51,team
14190,53,matter
14191,78,may
14192,97,region
14193,29,include
14194,192,production
14195,186,notice
14196,24,else
14197,133,read
14198,197,finish
14199,120,consumer
14200,98,the
14201,166,dinner
14202,39,about
14203,21,quite
14204,132,vote
14205,11,stock
14206,92,impact
14207,199,senior
14208,59,understand
14209,111,politics
14210,114,again
14211,66,win
14212,197,system
14213,41,general
14214,198,involve
14215,166,anyone
14216,200,but
14217,59,alone
14218,42,where
14219,51,must
14220,22,democratic
14221,164,expert
14222,111,although
14223,96,begin
14224,75,development
14225,138,through
14226,176,improve
14227,67,wind
14228,134,him
14229,16,play
14230,195,lead
14231,116,parent
14232,188,subject
14233,152,sit
14234,133,establish
14235,193,pull
14236,52,leader
14237,114,treatment
14238,140,hour
14239,144,edge
14240,140,low
14241,35,fear
14242,110,stock
14243,186,another
14244,189,herself
14245,95,all
14246,188,prevent
14247,40,nor
14248,74,simple
14249,137,group
14250,64,future
14251,43,herself
14252,40,bank
14253,188,call
14254,65,Mr
14255,128,skill
14256,72,end
14257,83,production
14258,113,war
14259,29,level
14260,161,television
14261,139,candidate
14262,190,talk
14263,60,hand
14264,130,certain
14265,18,black
14266,151,media
14267,111,another
14268,103,size
14269,112,talk
14270,193,teacher
14271,70,price
14272,27,answer
14273,197,once
14274,41,subject
14275,179,small
14276,74,provide
14277,49,agreement
14278,16,to
14279,143,popular
14280,83,respond
14281,64,discussion
14282,149,during
14283,151,word
14284,89,example
14285,28,reflect
14286,109,become
14287,59,senior
14288,188,serve
14289,199,why
14290,82,goal
14291,23,later
14292,29,long
14293,15,way
14294,155,anything
14295,142,since
14296,76,medical
14297,152,study
14298,169,rock
14299,78,during
14300,196,from
14301,121,strong
14302,165,worry
14303,162,life
14304,161,explain
14305,108,special
14306,171,at
14307,113,certainly
14308,70,real
14309,119,event
14310,179,time
14311,115,ten
14312,163,lead
14313,148,on
14314,118,place
14315,118,citizen
14316,144,collection
14317,56,month
14318,70,make
14319,40,clear
14320,65,knowledge
14321,53,I
14322,129,growth
14323,15,agree
14324,194,name
14325,141,its
14326,76,since
14327,166,policy
14328,141,keep
14329,109,participant
14330,81,news
14331,88,image
14332,198,radio
14333,45,treatment
14334,94,rule
14335,36,about
14336,114,play
14337,28,interest
14338,121,if
14339,194,serious
14340,76,general
14341,73,economy
14342,105,continue
14343,64,find
14344,151,unit
14345,40,coach
14346,132,education
14347,138,fact
14348,53,per
14349,191,necessary
14350,109,future
14351,200,claim
14352,154,current
14353,175,mission
14354,129,side
14355,143,develop
14356,77,or
14357,21,player
14358,200,brother
14359,146,forget
14360,150,provide
14361,93,consumer
14362,94,situation
14363,44,indicate
14364,80,less
14365,23,open
14366,34,herself
14367,45,determine
14368,118,pass
14369,32,bag
14370,39,card
14371,145,condition
14372,177,nice
14373,101,clear
14374,72,young
14375,133,will
14376,119,small
14377,47,nation
14378,173,produce
14379,34,close
14380,116,stop
14381,64,tax
14382,157,adult
14383,91,popular
14384,146,today
14385,64,hold
14386,195,every
14387,85,ten
14388,188,Republican
14389,131,since
14390,176,because
14391,160,property
14392,66,often
14393,135,couple
14394,190,sing
14395,175,at
14396,41,while
14397,32,accept
14398,46,real
14399,150,that
14400,114,task
14401,95,Republican
14402,81,official
14403,129,throw
14404,103,heavy
14405,51,forget
14406,70,human
14407,67,American
14408,139,page
14409,195,safe
14410,122,check
14411,127,offer
14412,69,mother
14413,50,country
14414,171,month
14415,48,worker
14416,41,direction
14417,45,in
14418,140,let
14419,57,if
14420,67,practice
14421,51,scientist
14422,73,later
14423,73,news
14424,38,one
14425,38,society
14426,135,throw
14427,191,social
14428,111,support
14429,198,information
14430,132,ready
14431,17,simple
14432,120,public
14433,66,report
14434,129,similar
14435,160,much
14436,60,tonight
14437,95,course
14438,176,hold
14439,30,way
14440,68,air
14441,29,team
14442,180,Congress
14443,164,feel
14444,114,loss
14445,64,agent
14446,153,product
14447,200,by
14448,113,stand
14449,67,someone
14450,172,young
14451,121,whose
14452,34,doctor
14453,55,along
14454,158,paper
14455,76,so
14456,197,for
14457,32,lay
14458,142,exactly
14459,39,particularly
14460,163,rest
14461,190,high
14462,120,perform
14463,193,unit
14464,110,center
14465,160,difficult
14466,77,against
14467,157,hospital
14468,195,away
14469,108,foot
14470,19,hard
14471,133,six
14472,66,choice
14473,56,evidence
14474,161,attention
14475,51,check
14476,87,answer
14477,183,what
14478,137,more
14479,145,national
14480,188,among
14481,61,world
14482,17,your
14483,102,case
14484,33,shoulder
14485,76,memory
14486,189,his
14487,76,suffer
14488,136,figure
14489,144,could
14490,96,around
14491,114,resource
14492,149,threat
14493,30,attorney
14494,97,school
14495,55,big
14496,156,act
14497,124,argue
14498,120,forward
14499,64,follow
14500,44,into
14501,61,marriage
14502,80,whether
14503,73,behavior
14504,183,why
14505,73,environment
14506,120,remain
14507,138,develop
14508,92,draw
14509,36,Mr
14510,50,seek
14511,30,letter
14512,166,speech
14513,122,above
14514,71,without
14515,78,address
14516,82,adult
14517,27,language
14518,91,watch
14519,93,choose
14520,183,center
14521,153,mean
14522,159,long
14523,55,morning
14524,145,him
14525,151,town
14526,167,camera
14527,114,road
14528,112,leader
14529,108,consumer
14530,74,couple
14531,138,win
14532,198,third
14533,96,fear
14534,111,firm
14535,46,argue
14536,125,type
14537,157,consider
14538,113,ok
14539,70,north
14540,88,while
14541,165,turn
14542,199,long
14543,29,possible
14544,127,play
14545,50,teach
14546,142,section
14547,169,follow
14548,167,rich
14549,161,road
14550,151,there
14551,74,type
14552,61,wife
14553,88,red
14554,192,economic
14555,184,find
14556,80,message
14557,83,upon
14558,166,positive
14559,185,successful
14560,13,city
14561,83,election
14562,100,happy
14563,147,space
14564,28,thank
14565,147,player
14566,178,edge
14567,71,audience
14568,69,growth
14569,66,ahead
14570,135,meet
14571,129,several
14572,59,nothing
14573,124,last
14574,84,camera
14575,193,once
14576,117,thank
14577,103,ask
14578,15,put
14579,98,government
14580,109,upon
14581,19,risk
14582,114,radio
14583,16,ever
14584,91,someone
14585,35,among
14586,78,office
14587,110,be
14588,24,story
14589,134,give
14590,160,increase
14591,165,support
14592,170,suggest
14593,126,herself
14594,81,American
14595,66,production
14596,46,whole
14597,40,born
14598,118,have
14599,53,involve
14600,88,why
14601,38,often
14602,20,yourself
14603,159,effect
14604,79,stage
14605,124,sort
14606,92,question
14607,67,form
14608,140,role
14609,52,Democrat
14610,61,off
14611,82,shoulder
14612,47,tell
14613,191,apply
14614,127,bring
14615,117,foreign
14616,57,rate
14617,37,record
14618,107,treat
14619,134,third
14620,111,guy
14621,112,speak
14622,200,very
14623,90,piece
14624,40,condition
14625,171,several
14626,147,send
14627,174,industry
14628,113,management
14629,155,list
14630,64,agreement
14631,186,there
14632,50,finish
14633,119,on
14634,139,around
14635,111,couple
14636,147,agent
14637,98,herself
14638,139,music
14639,175,race
14640,72,huge
14641,56,clear
14642,69,fall
14643,35,news
14644,147,cause
14645,163,finish
14646,40,force
14647,160,meeting
14648,72,line
14649,179,body
14650,150,television
14651,49,service
14652,119,course
14653,64,do
14654,106,book
14655,174,catch
14656,167,during
14657,53,recent
14658,67,move
14659,151,car
14660,83,hospital
14661,141,author
14662,30,great
14663,70,will
14664,110,turn
14665,187,positive
14666,179,represent
14667,109,start
14668,172,tree
14669,124,new
14670,140,smile
14671,41,front
14672,122,population
14673,72,not
14674,185,try
14675,88,same
14676,42,interesting
14677,169,test
14678,62,course
14679,34,leg
14680,20,board
14681,193,second
14682,100,able
14683,90,dream
14684,32,party
14685,183,maintain
14686,112,determine
14687,61,spring
14688,139,return
14689,71,rate
14690,15,already
14691,46,offer
14692,73,easy
14693,135,large
14694,161,accept
14695,51,service
14696,145,wear
14697,121,then
14698,151,school
14699,12,scene
14700,103,far
14701,38,nature
14702,35,about
14703,136,window
14704,163,often
14705,170,then
14706,31,result
14707,49,behavior
14708,160,person
14709,196,before
14710,180,against
14711,171,war
14712,79,base
14713,71,three
14714,114,trade
14715,35,political
14716,178,office
14717,42,Democrat
14718,57,debate
14719,47,deep
14720,35,help
14721,153,threat
14722,56,carry
14723,191,reveal
14724,121,meet
14725,112,industry
14726,84,over
14727,106,name
14728,138,strategy
14729,70,must
