id,nombre,descuento
9244,baby,19
9245,happen,15
9246,thought,26
9247,white,21
9248,year,43
9249,detail,50
9250,citizen,27
9251,page,23
9252,movie,39
9253,series,33
9254,price,25
9255,story,10
9256,few,39
9257,street,21
9258,thus,10
9259,business,20
9260,party,38
9261,late,44
9262,girl,42
9263,company,28
9264,population,44
9265,between,12
9266,plan,33
9267,time,37
9268,director,10
9269,worker,24
9270,run,31
9271,art,48
9272,size,50
9273,operation,42
9274,structure,34
9275,street,37
9276,top,13
9277,board,43
9278,side,45
9279,really,34
9280,stop,35
9281,Congress,25
9282,like,37
9283,part,33
9284,soldier,20
9285,sit,20
9286,federal,27
9287,soon,44
9288,everything,27
9289,writer,21
9290,yes,39
9291,operation,50
9292,pressure,26
9293,actually,12
9294,lose,42
9295,town,49
9296,perform,46
9297,choose,13
9298,change,34
9299,act,46
9300,so,23
9301,exist,41
9302,stand,24
9303,then,48
9304,southern,20
9305,with,48
9306,skill,48
9307,way,27
9308,growth,13
9309,executive,34
9310,close,19
9311,expect,35
9312,ago,35
9313,cause,34
9314,general,27
9315,yet,28
9316,yourself,50
9317,play,40
9318,oil,42
9319,without,17
9320,raise,37
9321,music,24
9322,bank,41
9323,poor,25
9324,side,44
9325,ability,34
9326,move,45
9327,today,18
9328,two,47
9329,view,49
9330,often,48
9331,door,31
9332,of,39
9333,fund,33
9334,option,38
9335,less,48
9336,how,26
9337,party,48
9338,you,15
9339,second,43
9340,other,40
9341,in,20
9342,know,39
9343,public,46
9344,actually,35
9345,significant,39
9346,quality,33
9347,play,24
9348,far,34
9349,value,30
9350,why,36
9351,bag,43
9352,add,48
9353,watch,10
9354,try,44
9355,key,19
9356,popular,10
9357,tree,29
9358,store,26
9359,article,35
9360,government,33
9361,dog,47
9362,benefit,28
9363,take,45
9364,community,16
9365,cover,33
9366,spring,31
9367,network,29
9368,finally,16
9369,investment,41
9370,result,24
9371,spend,39
9372,goal,34
9373,skill,21
9374,concern,33
9375,consumer,44
9376,movement,21
9377,blue,42
9378,record,12
9379,source,24
9380,learn,14
9381,stage,37
9382,someone,21
9383,could,11
9384,food,39
9385,difference,25
9386,investment,32
9387,hundred,38
9388,beautiful,23
9389,thank,14
9390,throughout,10
9391,visit,12
9392,important,46
9393,eight,11
9394,truth,42
9395,film,30
9396,teach,13
9397,many,41
9398,article,49
9399,feel,37
9400,site,13
9401,sport,27
9402,risk,10
9403,interview,41
9404,right,45
9405,open,13
9406,defense,27
9407,before,47
9408,help,11
9409,different,14
9410,discover,24
9411,or,48
9412,institution,20
9413,current,20
9414,like,33
9415,help,28
9416,already,10
9417,suggest,29
9418,push,46
9419,item,34
9420,represent,10
9421,focus,44
9422,provide,18
9423,west,10
9424,girl,45
9425,choose,44
9426,expert,13
9427,product,43
9428,stop,30
9429,I,29
9430,professor,35
9431,soldier,17
9432,home,50
9433,ok,44
9434,understand,26
9435,detail,34
9436,officer,16
9437,appear,42
9438,total,38
9439,data,40
9440,discover,38
9441,decision,26
9442,author,34
9443,against,15
9444,source,12
9445,look,11
9446,social,38
9447,possible,38
9448,measure,36
9449,happy,43
9450,candidate,20
9451,direction,36
9452,everyone,32
9453,tell,39
9454,evidence,32
9455,benefit,37
9456,any,29
9457,evening,11
9458,surface,44
9459,employee,12
9460,arrive,39
9461,politics,42
9462,item,43
9463,its,38
9464,itself,38
9465,each,15
9466,attention,11
9467,star,37
9468,return,24
9469,easy,10
9470,away,35
9471,music,31
9472,create,35
9473,least,34
9474,expert,41
9475,movie,49
9476,drive,29
9477,right,19
9478,soldier,15
9479,price,14
9480,car,46
9481,whose,13
9482,arrive,30
9483,tonight,11
9484,huge,37
9485,bring,23
9486,these,38
9487,very,24
9488,strong,24
9489,test,39
9490,data,42
9491,measure,38
9492,against,35
9493,add,49
9494,big,45
9495,officer,50
9496,foot,24
9497,large,33
9498,agree,38
9499,poor,33
9500,everything,49
9501,allow,33
9502,land,12
9503,unit,17
9504,medical,30
9505,court,16
9506,across,44
9507,east,19
9508,father,35
9509,white,24
9510,food,16
9511,continue,50
9512,production,15
9513,eye,19
9514,participant,50
9515,player,32
9516,PM,39
9517,campaign,28
9518,learn,34
9519,left,39
9520,special,49
9521,although,12
9522,people,45
9523,various,39
9524,black,47
9525,receive,25
9526,couple,25
9527,project,15
9528,have,31
9529,mouth,39
9530,establish,45
9531,property,16
9532,window,24
9533,world,27
9534,choose,24
9535,game,40
9536,quite,28
9537,month,33
9538,already,43
9539,really,18
9540,fund,37
9541,society,44
9542,evidence,35
9543,major,25
9544,quite,22
9545,everything,32
9546,seat,13
9547,city,26
9548,health,48
9549,may,29
9550,scene,42
9551,laugh,49
9552,personal,43
9553,including,48
9554,site,10
9555,money,42
9556,sign,37
9557,spring,11
9558,page,13
9559,matter,11
9560,majority,30
9561,those,11
9562,about,47
9563,past,18
9564,candidate,12
9565,easy,32
9566,why,50
9567,scene,32
9568,responsibility,50
9569,nation,15
9570,family,43
9571,base,49
9572,popular,19
9573,begin,45
9574,change,33
9575,point,32
9576,her,37
9577,summer,40
9578,stand,44
9579,southern,13
9580,low,47
9581,music,26
9582,only,44
9583,program,41
9584,piece,48
9585,southern,41
9586,example,25
9587,how,27
9588,pretty,33
9589,put,24
9590,among,47
9591,author,46
9592,body,18
9593,to,38
9594,loss,48
9595,hair,15
9596,important,36
9597,local,50
9598,pattern,30
9599,relationship,20
9600,buy,36
9601,population,10
9602,challenge,17
9603,size,44
9604,water,20
9605,if,20
9606,far,13
9607,deep,46
9608,nor,17
9609,just,44
9610,deal,27
9611,science,43
9612,view,11
9613,close,31
9614,light,35
9615,key,39
9616,west,32
9617,test,18
9618,account,49
9619,indeed,24
9620,together,36
9621,election,29
9622,daughter,38
9623,true,32
9624,authority,31
9625,range,10
9626,threat,43
9627,health,27
9628,week,27
9629,ball,14
9630,simply,28
9631,through,23
9632,front,19
9633,bill,40
9634,increase,10
9635,however,42
9636,catch,23
9637,body,33
9638,side,23
9639,popular,36
9640,consider,20
9641,between,10
9642,candidate,35
9643,chair,41
9644,address,22
9645,ground,14
9646,goal,18
9647,prove,44
9648,eight,41
9649,issue,18
9650,option,47
9651,himself,22
9652,artist,48
9653,draw,36
9654,ten,49
9655,their,32
9656,mind,23
9657,different,39
9658,common,38
9659,sometimes,33
9660,trouble,37
9661,scientist,21
9662,turn,50
9663,suggest,13
9664,ok,19
9665,recent,18
9666,group,21
9667,opportunity,21
9668,west,33
9669,should,42
9670,race,12
9671,total,18
9672,hear,12
9673,executive,17
9674,statement,22
9675,believe,27
9676,ten,13
9677,anything,41
9678,population,26
9679,building,17
9680,catch,34
9681,probably,34
9682,heavy,25
9683,beat,30
9684,others,11
9685,and,31
9686,walk,16
9687,against,13
9688,after,18
9689,wait,50
9690,both,44
9691,think,22
9692,rate,16
9693,phone,42
9694,same,47
9695,over,22
9696,yet,45
9697,ability,28
9698,maybe,38
9699,popular,23
9700,east,45
9701,produce,23
9702,test,36
9703,window,41
9704,better,22
9705,church,38
9706,why,26
9707,better,38
9708,call,32
9709,try,46
9710,different,31
9711,evidence,33
9712,seem,22
9713,return,20
9714,term,12
9715,finally,17
9716,process,36
9717,probably,33
9718,sister,44
9719,process,15
9720,more,17
9721,country,45
9722,speak,50
9723,modern,33
9724,worker,15
9725,nation,21
9726,stage,50
9727,these,17
9728,different,24
9729,clearly,17
9730,series,20
9731,affect,39
9732,glass,25
9733,perform,23
9734,pass,39
9735,after,49
9736,sort,45
9737,such,41
9738,treat,39
9739,now,49
9740,third,50
9741,writer,35
9742,according,10
9743,nice,16
9744,recent,28
9745,once,16
9746,traditional,45
9747,service,43
9748,easy,25
9749,authority,46
9750,but,43
9751,people,39
9752,since,17
9753,respond,28
9754,ahead,37
9755,create,46
9756,far,32
9757,itself,11
9758,every,29
9759,key,50
9760,person,40
9761,anyone,50
9762,south,30
9763,attention,28
9764,back,18
9765,trip,38
9766,major,25
9767,your,24
9768,because,11
9769,learn,40
9770,wait,36
9771,finish,42
9772,bring,30
9773,none,44
9774,kid,20
9775,do,33
9776,money,17
9777,lot,42
9778,upon,40
9779,me,11
9780,I,44
9781,time,11
9782,far,49
9783,clear,43
9784,do,16
9785,life,39
9786,management,37
9787,lay,24
9788,store,27
9789,enough,35
9790,none,15
9791,information,31
9792,customer,16
9793,arm,32
9794,human,15
9795,back,26
9796,computer,38
9797,letter,18
9798,hope,31
9799,about,23
9800,day,43
9801,life,33
9802,marriage,31
9803,poor,26
9804,despite,49
9805,south,50
9806,provide,20
9807,family,20
9808,old,30
9809,me,12
9810,different,50
9811,war,45
9812,evidence,38
9813,like,46
9814,responsibility,29
9815,role,33
9816,ten,27
9817,food,42
9818,head,21
9819,chair,17
9820,likely,11
9821,pretty,32
9822,box,29
9823,tough,40
9824,free,48
9825,glass,11
9826,production,46
9827,change,12
9828,art,44
9829,value,49
9830,public,36
9831,eight,27
9832,space,13
9833,eight,21
9834,officer,41
9835,event,13
9836,eight,16
9837,them,12
9838,television,29
9839,professional,44
9840,director,28
9841,either,35
9842,happy,11
9843,fly,40
9844,seven,25
9845,board,19
9846,south,16
9847,stock,24
9848,service,47
9849,true,20
9850,eye,32
9851,wide,22
9852,loss,24
9853,worry,32
9854,fine,11
9855,institution,28
9856,rather,20
9857,huge,49
9858,factor,36
9859,position,49
9860,scientist,37
9861,company,12
9862,expert,41
9863,expert,32
9864,bank,49
9865,team,14
9866,religious,31
9867,dog,13
9868,full,43
9869,particularly,19
9870,deal,48
9871,set,36
9872,live,42
9873,development,25
9874,we,20
9875,back,16
9876,environment,47
9877,again,50
9878,reveal,27
9879,quickly,16
9880,stuff,36
9881,leg,15
9882,drug,33
9883,grow,34
9884,audience,13
9885,bed,30
9886,near,46
9887,away,15
9888,foreign,14
9889,assume,47
9890,level,12
9891,no,28
9892,page,36
9893,feel,25
9894,by,42
9895,management,40
9896,particular,16
9897,technology,26
9898,involve,44
9899,audience,38
9900,do,23
9901,total,41
9902,several,35
9903,will,49
9904,reveal,21
9905,themselves,44
9906,hope,35
9907,police,18
9908,we,43
9909,positive,10
9910,forward,22
9911,race,47
9912,five,35
9913,style,50
9914,always,18
9915,year,19
9916,area,24
9917,remain,21
9918,dog,11
9919,yourself,16
9920,some,33
9921,race,22
9922,player,30
9923,every,20
9924,condition,12
9925,card,25
9926,response,23
9927,far,29
9928,later,15
9929,practice,21
9930,couple,24
9931,edge,41
9932,site,26
9933,movie,42
9934,you,17
9935,happen,47
9936,long,42
9937,kind,33
9938,head,40
9939,brother,31
9940,bit,40
9941,store,15
9942,candidate,20
9943,owner,13
9944,social,17
9945,TV,48
9946,market,41
9947,maybe,29
9948,economic,26
9949,high,33
9950,out,34
9951,poor,42
9952,decade,15
9953,see,10
9954,rest,39
9955,give,20
9956,issue,12
9957,daughter,49
9958,develop,11
9959,raise,50
9960,word,45
9961,ever,46
9962,occur,33
9963,hold,47
9964,many,16
9965,if,40
9966,who,40
9967,stage,13
9968,inside,37
9969,student,21
9970,financial,32
9971,those,19
9972,responsibility,16
9973,dream,25
9974,culture,10
9975,lot,20
9976,size,33
9977,expect,30
9978,nature,43
9979,almost,43
9980,course,48
9981,prepare,46
9982,song,15
9983,in,14
9984,actually,13
9985,available,45
9986,town,38
9987,more,42
9988,get,10
9989,myself,41
9990,several,27
9991,recently,49
9992,class,46
9993,sound,19
9994,raise,43
9995,kitchen,36
9996,practice,47
9997,research,25
9998,someone,17
9999,skin,42
10000,indeed,18
